water flow;water level;prefix;risque level,_high;risque level,_low;risque level,_mediam;risque level,_very high;Materiel Ressource,_Vehicle;Materiel Ressource,_Zodiac;Human Ressource,_Crisis cell;Human Ressource,_DDE;Human Ressource,_Firefighters;Human Ressource,_Gendarme;Human Ressource,_Mayor;Human Ressource,_Prefet
3280.0;3.1;6.0;True;False;False;False;False;False;False;False;False;False;True;False
3280.0;3.3;2.0;True;False;False;False;False;False;False;False;False;False;False;True
3380.0;3.25;3.0;True;False;False;False;False;False;False;True;False;False;False;False
3380.0;3.15;4.0;True;False;False;False;False;False;False;True;False;False;False;False
1880.0;1.75;5.0;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.85;6.0;False;True;False;False;False;False;False;True;False;False;False;False
2080.0;2.85;1.0;False;False;True;False;False;False;True;False;False;False;False;False
2480.0;3.1;2.0;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.65;3.0;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.35;4.0;True;False;False;False;False;False;False;False;False;False;False;True
1880.0;1.85;1.0;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.95;2.0;False;False;True;False;False;False;False;True;False;False;False;False
2080.0;2.05;3.0;False;False;True;False;False;False;True;False;False;False;False;False
2280.0;2.05;4.0;False;False;True;False;False;False;True;False;False;False;False;False
2680.0;3.45;5.0;True;False;False;False;False;False;False;False;False;False;True;False
2380.0;2.45;6.0;False;False;True;False;False;False;False;False;False;False;False;True
6500.0;5.9;6.0;False;False;False;True;False;False;False;False;False;False;False;True
6800.0;6.0;1.0;False;False;False;True;False;False;False;False;False;False;True;False
6900.0;6.1;2.0;False;False;False;True;False;False;False;False;False;False;False;True
7100.0;5.5;3.0;True;False;False;False;False;True;False;False;True;False;False;False
7100.0;5.5;4.0;True;False;False;False;False;False;False;False;True;False;False;False
6100.0;5.6;4.0;False;False;False;True;False;False;True;False;False;False;False;False
6300.0;5.7;5.0;False;False;False;True;False;False;False;False;False;False;False;True
6500.0;5.8;6.0;False;False;False;True;False;False;False;False;False;False;False;True
6600.0;5.9;1.0;False;False;False;True;False;False;False;False;False;False;True;False
6800.0;5.4;1.0;True;False;False;False;False;True;False;False;True;False;False;False
6900.0;5.5;2.0;True;False;False;False;False;False;False;False;True;False;False;False
4600.0;5.6;3.0;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;5.7;4.0;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;5.8;5.0;False;False;False;True;False;False;False;False;False;False;False;True
4800.0;5.9;6.0;False;False;False;True;False;False;False;False;False;False;True;False
4900.0;5.1;1.0;True;False;False;False;False;True;False;False;True;False;False;False
5000.0;5.2;2.0;True;False;False;False;False;False;False;False;True;False;False;False
590.0;0.6;6.0;False;True;False;False;False;False;False;True;False;False;False;False
630.0;0.7;1.0;False;True;False;False;False;False;True;False;False;False;False;False
670.0;0.8;2.0;False;True;False;False;False;False;True;False;False;False;False;False
710.0;0.9;3.0;False;True;False;False;False;False;True;False;False;False;False;False
750.0;1.0;4.0;False;True;False;False;False;False;False;True;False;False;False;False
790.0;1.1;3.0;False;True;False;False;False;False;True;False;False;False;False;False
4750.0;5.6;3.0;False;False;False;True;False;False;True;False;False;False;False;False
4950.0;5.7;4.0;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;5.8;5.0;False;False;False;True;False;False;False;False;False;False;True;False
5150.0;5.9;6.0;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;4.5;1.0;True;False;False;False;False;True;False;False;True;False;False;False
5250.0;4.6;2.0;True;False;False;False;False;False;False;False;True;False;False;False
4500.0;5.7;3.0;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;5.8;4.0;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;5.9;5.0;False;False;False;True;False;False;False;False;False;False;True;False
4800.0;6.0;1.0;False;False;False;True;False;False;False;False;False;False;False;True
4900.0;4.9;2.0;True;False;False;False;False;True;False;False;True;False;False;False
4800.0;5.0;3.0;True;False;False;False;False;False;False;False;True;False;False;False
4350.0;5.9;4.0;False;False;False;True;False;False;True;False;False;False;False;False
4750.0;6.0;5.0;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;6.1;1.0;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;6.2;2.0;False;False;False;True;False;False;False;False;False;False;True;False
5050.0;4.8;3.0;True;False;False;False;False;True;False;False;True;False;False;False
5050.0;4.9;4.0;True;False;False;False;False;False;False;False;True;False;False;False
2580.0;3.05;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.15;1.0;True;False;False;False;False;False;False;False;False;False;False;True
2580.0;3.25;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.35;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;3.45;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;3.25;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.45;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.65;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2580.0;3.85;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;4.05;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;4.25;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2680.0;4.45;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2680.0;4.65;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2680.0;4.85;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;5.05;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;4.35;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2680.0;4.55;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2680.0;4.75;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2680.0;4.95;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2780.0;3.15;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2780.0;3.15;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2780.0;3.15;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.25;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2780.0;3.25;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2780.0;3.25;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2880.0;3.25;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2880.0;3.05;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2880.0;3.65;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2880.0;3.75;1.0;True;False;False;False;False;False;False;False;False;False;False;True
2880.0;3.85;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2880.0;3.95;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2980.0;4.05;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2980.0;3.05;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2980.0;3.15;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2980.0;3.35;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2980.0;3.55;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2980.0;3.75;4.0;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.0;5.0;True;False;False;False;False;False;True;False;False;False;False;False
3080.0;3.1;1.0;True;False;False;False;False;False;False;False;False;False;True;False
3080.0;3.2;2.0;True;False;False;False;False;False;False;False;False;False;False;True
3080.0;3.3;3.0;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.4;4.0;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.2;5.0;True;False;False;False;False;False;True;False;False;False;False;False
3180.0;3.3;1.0;True;False;False;False;False;False;False;False;False;False;True;False
3180.0;3.4;2.0;True;False;False;False;False;False;False;False;False;False;False;True
3180.0;3.5;3.0;True;False;False;False;False;False;False;True;False;False;False;False
3180.0;3.6;4.0;True;False;False;False;False;False;False;True;False;False;False;False
3180.0;3.7;5.0;True;False;False;False;False;False;True;False;False;False;False;False
3180.0;3.8;6.0;True;False;False;False;False;False;False;False;False;False;True;False
3280.0;4.0;2.0;True;False;False;False;False;False;False;False;False;False;False;True
3280.0;4.2;3.0;True;False;False;False;False;False;False;True;False;False;False;False
3280.0;3.05;4.0;True;False;False;False;False;False;False;True;False;False;False;False
3280.0;3.15;5.0;True;False;False;False;False;False;True;False;False;False;False;False
3280.0;3.1;6.0;True;False;False;False;False;False;False;False;False;False;True;False
3280.0;3.3;1.0;True;False;False;False;False;False;False;False;False;False;False;True
3380.0;3.25;2.0;True;False;False;False;False;False;False;True;False;False;False;False
3380.0;3.15;3.0;True;False;False;False;False;False;False;True;False;False;False;False
1880.0;1.75;4.0;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.85;5.0;False;True;False;False;False;False;False;True;False;False;False;False
2080.0;2.85;6.0;False;False;True;False;False;False;True;False;False;False;False;False
2480.0;3.1;1.0;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.65;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.35;3.0;True;False;False;False;False;False;False;False;False;False;False;True
830.0;1.2;4.0;False;True;False;False;False;False;False;True;False;False;False;False
870.0;1.3;5.0;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;6.0;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.5;1.0;False;True;False;False;False;False;True;False;False;False;False;False
990.0;1.6;2.0;False;True;False;False;False;False;False;True;False;False;False;False
1030.0;1.7;6.0;False;True;False;False;False;False;True;False;False;False;False;False
1070.0;1.8;1.0;False;True;False;False;False;False;False;True;False;False;False;False
1110.0;1.9;1.0;False;True;False;False;False;False;True;False;False;False;False;False
875.0;2.0;2.0;False;False;True;False;False;False;True;False;False;False;False;False
875.0;2.1;3.0;False;False;True;False;False;False;True;False;False;False;False;False
875.0;2.2;4.0;False;False;True;False;False;False;False;True;False;False;False;False
750.0;0.7;5.0;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.8;1.0;False;True;False;False;False;False;False;True;False;False;False;False
850.0;0.85;2.0;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.85;3.0;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.85;4.0;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.8;5.0;False;True;False;False;False;False;False;True;False;False;False;False
550.0;0.5;6.0;False;True;False;False;False;False;True;False;False;False;False;False
1450.0;2.2;1.0;False;False;True;False;False;False;True;False;False;False;False;False
1650.0;2.4;2.0;False;False;True;False;False;False;False;False;False;False;True;False
950.0;2.6;3.0;False;False;True;False;False;False;False;False;False;False;False;True
1150.0;2.8;4.0;False;False;True;False;False;False;False;True;False;False;False;False
1250.0;3.0;5.0;False;False;True;False;False;False;False;True;False;False;False;False
750.0;1.9;1.0;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.8;2.0;False;True;False;False;False;False;False;True;False;False;False;False
1050.0;1.9;3.0;False;True;False;False;False;False;True;False;False;False;False;False
1150.0;2.0;4.0;False;False;True;False;False;False;True;False;False;False;False;False
1250.0;2.1;5.0;False;False;True;False;False;False;False;False;False;False;False;True
1350.0;2.2;2.0;False;False;True;False;False;False;False;False;False;False;True;False
1350.0;2.1;5.0;False;False;True;False;False;False;True;False;False;False;False;False
1450.0;2.9;6.0;False;False;True;False;False;False;False;False;False;False;True;False
1650.0;2.9;1.0;False;False;True;False;False;False;False;False;False;False;False;True
950.0;2.9;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.9;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.2;3.0;False;False;True;False;False;False;True;False;False;False;False;False
1050.0;3.0;4.0;False;False;True;False;False;False;False;False;False;False;True;False
1250.0;3.0;5.0;False;False;True;False;False;False;False;False;False;False;False;True
1350.0;3.0;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1450.0;3.0;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.3;3.0;False;False;True;False;False;False;True;False;False;False;False;False
1750.0;2.4;4.0;False;False;True;False;False;False;False;False;False;False;True;False
1050.0;3.1;5.0;False;False;True;False;False;False;False;False;False;False;False;True
1650.0;3.1;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1850.0;3.1;2.0;False;False;True;False;False;False;False;True;False;False;False;False
750.0;0.7;1.0;False;True;False;False;False;False;False;True;False;False;False;False
950.0;0.9;2.0;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;3.0;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;4.0;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;5.0;False;True;False;False;False;False;False;True;False;False;False;False
750.0;0.7;3.0;False;True;False;False;False;False;True;False;False;False;False;False
1150.0;2.4;4.0;False;False;True;False;False;False;True;False;False;False;False;False
1350.0;2.5;5.0;False;False;True;False;False;False;False;False;False;False;True;False
1450.0;3.2;1.0;False;False;True;False;False;False;False;False;False;False;False;True
1550.0;3.2;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;2.7;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1950.0;2.2;4.0;False;False;True;False;False;False;True;False;False;False;False;False
1250.0;2.3;5.0;False;False;True;False;False;False;False;False;False;False;False;True
1450.0;2.4;1.0;False;False;True;False;False;False;False;False;False;False;True;False
1550.0;2.5;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;2.6;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.5;4.0;False;False;True;False;False;False;True;False;False;False;False;False
2050.0;2.7;5.0;False;False;True;False;False;False;False;False;False;False;True;False
1350.0;2.9;1.0;False;False;True;False;False;False;False;False;False;False;False;True
1550.0;3.1;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;3.3;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.5;4.0;False;False;True;False;False;False;True;False;False;False;False;False
1850.0;2.6;5.0;False;False;True;False;False;False;False;False;False;False;True;False
2150.0;2.7;1.0;False;False;True;False;False;False;False;False;False;False;False;True
1450.0;2.8;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;2.9;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.0;4.0;False;False;True;False;False;False;True;False;False;False;False;False
1850.0;2.1;5.0;False;False;True;False;False;False;False;False;False;False;True;False
1950.0;2.2;6.0;False;False;True;False;False;False;False;False;False;False;False;True
2250.0;2.3;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.4;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.5;3.0;False;False;True;False;False;False;True;False;False;False;False;False
1850.0;2.6;4.0;False;False;True;False;False;False;False;False;False;False;True;False
1950.0;2.8;5.0;False;False;True;False;False;False;False;False;False;False;False;True
2050.0;3.0;1.0;False;False;True;False;False;False;False;True;False;False;False;False
2350.0;3.1;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;3.2;3.0;False;False;True;False;False;False;True;False;False;False;False;False
1850.0;3.0;4.0;False;False;True;False;False;False;False;False;False;False;True;False
1950.0;3.2;5.0;False;False;True;False;False;False;False;False;False;False;False;True
2050.0;3.3;2.0;False;False;True;False;False;False;False;True;False;False;False;False
2150.0;3.2;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1900.0;1.8;4.0;False;True;False;False;False;False;True;False;False;False;False;False
2000.0;1.9;5.0;False;True;False;False;False;False;False;True;False;False;False;False
2100.0;2.1;6.0;False;False;True;False;False;False;True;False;False;False;False;False
2300.0;2.2;1.0;False;False;True;False;False;False;True;False;False;False;False;False
2400.0;2.3;1.0;False;False;True;False;False;False;False;False;False;False;True;False
2400.0;2.3;2.0;False;False;True;False;False;False;False;False;False;False;False;True
2600.0;3.1;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2600.0;3.2;1.0;True;False;False;False;False;False;False;False;False;False;False;True
2600.0;3.3;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2600.0;3.4;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2600.0;3.5;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2600.0;3.3;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2600.0;3.5;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2600.0;3.7;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2600.0;3.9;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2600.0;4.1;4.0;True;False;False;False;False;False;False;True;False;False;False;False
850.0;0.8;4.0;False;True;False;False;False;False;False;True;False;False;False;False
850.0;0.8;5.0;False;True;False;False;False;False;True;False;False;False;False;False
950.0;0.9;1.0;False;True;False;False;False;False;True;False;False;False;False;False
950.0;0.9;2.0;False;True;False;False;False;False;True;False;False;False;False;False
950.0;0.9;3.0;False;True;False;False;False;False;False;True;False;False;False;False
550.0;0.5;5.0;False;True;False;False;False;False;True;False;False;False;False;False
2700.0;4.3;1.0;True;False;False;False;False;False;True;False;False;False;False;False
2700.0;4.5;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2700.0;4.7;3.0;True;False;False;False;False;False;False;False;False;False;False;True
2700.0;4.9;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2700.0;5.1;5.0;True;False;False;False;False;False;False;True;False;False;False;False
2700.0;4.4;1.0;True;False;False;False;False;False;True;False;False;False;False;False
2700.0;4.6;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2700.0;4.8;3.0;True;False;False;False;False;False;False;False;False;False;False;True
2700.0;5.0;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2800.0;3.2;5.0;True;False;False;False;False;False;False;True;False;False;False;False
2800.0;3.2;1.0;True;False;False;False;False;False;True;False;False;False;False;False
2800.0;3.2;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2800.0;3.2;3.0;True;False;False;False;False;False;False;False;False;False;False;True
2800.0;3.2;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2800.0;3.2;5.0;True;False;False;False;False;False;False;True;False;False;False;False
2800.0;3.3;1.0;True;False;False;False;False;False;True;False;False;False;False;False
2800.0;3.3;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2800.0;3.3;3.0;True;False;False;False;False;False;False;False;False;False;False;True
2900.0;3.3;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2900.0;3.1;5.0;True;False;False;False;False;False;False;True;False;False;False;False
2900.0;3.7;1.0;True;False;False;False;False;False;True;False;False;False;False;False
2900.0;3.8;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2900.0;3.9;3.0;True;False;False;False;False;False;False;False;False;False;True;False
2900.0;4.0;4.0;True;False;False;False;False;False;False;True;False;False;False;False
3000.0;4.1;5.0;True;False;False;False;False;False;False;True;False;False;False;False
3000.0;3.1;1.0;True;False;False;False;False;False;True;False;False;False;False;False
3000.0;3.2;2.0;True;False;False;False;False;False;False;False;False;False;True;False
3000.0;3.4;3.0;True;False;False;False;False;False;False;False;False;False;False;True
3000.0;3.6;4.0;True;False;False;False;False;False;False;True;False;False;False;False
3000.0;3.8;5.0;True;False;False;False;False;False;False;True;False;False;False;False
3100.0;3.05;2.0;True;False;False;False;False;False;True;False;False;False;False;False
3100.0;3.15;3.0;True;False;False;False;False;False;False;False;False;False;True;False
3100.0;3.25;4.0;True;False;False;False;False;False;False;False;False;False;False;True
3100.0;3.35;5.0;True;False;False;False;False;False;False;True;False;False;False;False
3100.0;3.45;6.0;True;False;False;False;False;False;False;True;False;False;False;False
3100.0;3.25;1.0;True;False;False;False;False;False;True;False;False;False;False;False
3200.0;3.35;1.0;True;False;False;False;False;False;False;False;False;False;True;False
3200.0;3.45;2.0;True;False;False;False;False;False;False;False;False;False;False;True
3200.0;3.55;3.0;True;False;False;False;False;False;False;True;False;False;False;False
